season,team,roof_class,games
2025,DEN,INDOOR,4
2025,DEN,OUTDOOR,13
2025,DET,INDOOR,10
2025,DET,OUTDOOR,7
2025,GB,INDOOR,4
2025,GB,OUTDOOR,13
2025,HOU,INDOOR,12
2025,HOU,OUTDOOR,5
2025,IND,INDOOR,12
2025,IND,OUTDOOR,5
2025,JAX,INDOOR,4
2025,JAX,OUTDOOR,13
2025,KC,INDOOR,3
2025,KC,OUTDOOR,14
2025,LA,INDOOR,10
2025,LA,OUTDOOR,7
2025,LAC,INDOOR,11
2025,LAC,OUTDOOR,6
2025,LV,INDOOR,12
2025,LV,OUTDOOR,5
2025,MIA,INDOOR,2
2025,MIA,OUTDOOR,15
2025,MIN,INDOOR,11
2025,MIN,OUTDOOR,6
2025,NE,INDOOR,1
2025,NE,OUTDOOR,16
2025,NO,INDOOR,10
2025,NO,OUTDOOR,7
2025,NYG,INDOOR,4
2025,NYG,OUTDOOR,13
2025,NYJ,INDOOR,1
2025,NYJ,OUTDOOR,16
2025,PHI,INDOOR,3
2025,PHI,OUTDOOR,14
2025,PIT,INDOOR,2
2025,PIT,OUTDOOR,15
2025,SEA,INDOOR,3
2025,SEA,OUTDOOR,14
2025,SF,INDOOR,5
2025,SF,OUTDOOR,12
2025,TB,INDOOR,5
2025,TB,OUTDOOR,12
2025,TEN,INDOOR,4
2025,TEN,OUTDOOR,13
2025,WAS,INDOOR,4
2025,WAS,OUTDOOR,13
