season,week,team,side,roof_class,games
2008,14,MIN,AWAY,INDOOR,1
2008,14,NE,AWAY,OUTDOOR,1
2008,14,NO,HOME,INDOOR,1
2008,14,NYG,HOME,OUTDOOR,1
2008,14,NYJ,AWAY,OUTDOOR,1
2008,14,OAK,AWAY,OUTDOOR,1
2008,14,PHI,AWAY,OUTDOOR,1
2008,14,PIT,HOME,OUTDOOR,1
2008,14,SD,HOME,OUTDOOR,1
2008,14,SEA,HOME,OUTDOOR,1
2008,14,SF,HOME,OUTDOOR,1
2008,14,STL,AWAY,RETRACTABLE,1
2008,14,TB,AWAY,OUTDOOR,1
2008,14,TEN,HOME,OUTDOOR,1
2008,14,WAS,AWAY,OUTDOOR,1
2008,15,ARI,HOME,RETRACTABLE,1
2008,15,ATL,HOME,INDOOR,1
2008,15,BAL,HOME,OUTDOOR,1
2008,15,BUF,AWAY,OUTDOOR,1
2008,15,CAR,HOME,OUTDOOR,1
2008,15,CHI,HOME,OUTDOOR,1
2008,15,CIN,HOME,OUTDOOR,1
2008,15,CLE,AWAY,OUTDOOR,1
2008,15,DAL,HOME,OUTDOOR,1
2008,15,DEN,AWAY,OUTDOOR,1
2008,15,DET,AWAY,INDOOR,1
2008,15,GB,AWAY,OUTDOOR,1
2008,15,HOU,HOME,RETRACTABLE,1
2008,15,IND,HOME,INDOOR,1
2008,15,JAX,HOME,OUTDOOR,1
2008,15,KC,HOME,OUTDOOR,1
2008,15,MIA,HOME,OUTDOOR,1
2008,15,MIN,AWAY,RETRACTABLE,1
2008,15,NE,AWAY,OUTDOOR,1
2008,15,NO,AWAY,OUTDOOR,1
2008,15,NYG,AWAY,OUTDOOR,1
2008,15,NYJ,HOME,OUTDOOR,1
2008,15,OAK,HOME,OUTDOOR,1
2008,15,PHI,HOME,OUTDOOR,1
2008,15,PIT,AWAY,OUTDOOR,1
2008,15,SD,AWAY,OUTDOOR,1
2008,15,SEA,AWAY,INDOOR,1
2008,15,SF,AWAY,OUTDOOR,1
2008,15,STL,HOME,INDOOR,1
2008,15,TB,AWAY,INDOOR,1
2008,15,TEN,AWAY,RETRACTABLE,1
2008,15,WAS,AWAY,OUTDOOR,1
2008,16,ARI,AWAY,OUTDOOR,1
2008,16,ATL,AWAY,INDOOR,1
2008,16,BAL,AWAY,OUTDOOR,1
2008,16,BUF,AWAY,OUTDOOR,1
2008,16,CAR,AWAY,OUTDOOR,1
2008,16,CHI,HOME,OUTDOOR,1
2008,16,CIN,AWAY,OUTDOOR,1
2008,16,CLE,HOME,OUTDOOR,1
2008,16,DAL,HOME,OUTDOOR,1
2008,16,DEN,HOME,OUTDOOR,1
2008,16,DET,HOME,INDOOR,1
2008,16,GB,AWAY,OUTDOOR,1
2008,16,HOU,AWAY,OUTDOOR,1
2008,16,IND,AWAY,OUTDOOR,1
2008,16,JAX,HOME,OUTDOOR,1
2008,16,KC,HOME,OUTDOOR,1
2008,16,MIA,AWAY,OUTDOOR,1
2008,16,MIN,HOME,INDOOR,1
2008,16,NE,HOME,OUTDOOR,1
2008,16,NO,AWAY,INDOOR,1
2008,16,NYG,HOME,OUTDOOR,1
2008,16,NYJ,AWAY,OUTDOOR,1
2008,16,OAK,HOME,OUTDOOR,1
2008,16,PHI,AWAY,OUTDOOR,1
2008,16,PIT,AWAY,OUTDOOR,1
2008,16,SD,AWAY,OUTDOOR,1
2008,16,SEA,HOME,OUTDOOR,1
2008,16,SF,AWAY,INDOOR,1
2008,16,STL,HOME,INDOOR,1
2008,16,TB,HOME,OUTDOOR,1
2008,16,TEN,HOME,OUTDOOR,1
2008,16,WAS,HOME,OUTDOOR,1
2008,17,ARI,HOME,INDOOR,1
2008,17,ATL,HOME,INDOOR,1
2008,17,BAL,HOME,OUTDOOR,1
2008,17,BUF,HOME,OUTDOOR,1
2008,17,CAR,AWAY,INDOOR,1
2008,17,CHI,AWAY,RETRACTABLE,1
2008,17,CIN,HOME,OUTDOOR,1
2008,17,CLE,AWAY,OUTDOOR,1
2008,17,DAL,AWAY,OUTDOOR,1
2008,17,DEN,AWAY,OUTDOOR,1
2008,17,DET,AWAY,OUTDOOR,1
2008,17,GB,HOME,OUTDOOR,1
2008,17,HOU,HOME,RETRACTABLE,1
2008,17,IND,HOME,INDOOR,1
2008,17,JAX,AWAY,OUTDOOR,1
2008,17,KC,AWAY,OUTDOOR,1
2008,17,MIA,AWAY,OUTDOOR,1
2008,17,MIN,HOME,INDOOR,1
2008,17,NE,AWAY,OUTDOOR,1
2008,17,NO,HOME,INDOOR,1
2008,17,NYG,AWAY,INDOOR,1
2008,17,NYJ,HOME,OUTDOOR,1
2008,17,OAK,AWAY,OUTDOOR,1
2008,17,PHI,HOME,OUTDOOR,1
2008,17,PIT,HOME,OUTDOOR,1
2008,17,SD,HOME,OUTDOOR,1
2008,17,SEA,AWAY,INDOOR,1
2008,17,SF,HOME,OUTDOOR,1
2008,17,STL,AWAY,INDOOR,1
2008,17,TB,HOME,OUTDOOR,1
2008,17,TEN,AWAY,INDOOR,1
2008,17,WAS,AWAY,OUTDOOR,1
2009,1,ARI,HOME,INDOOR,1
2009,1,ATL,HOME,INDOOR,1
2009,1,BAL,HOME,OUTDOOR,1
2009,1,BUF,AWAY,OUTDOOR,1
2009,1,CAR,HOME,OUTDOOR,1
2009,1,CHI,AWAY,OUTDOOR,1
2009,1,CIN,HOME,OUTDOOR,1
2009,1,CLE,HOME,OUTDOOR,1
2009,1,DAL,AWAY,OUTDOOR,1
2009,1,DEN,AWAY,OUTDOOR,1
2009,1,DET,AWAY,INDOOR,1
2009,1,GB,HOME,OUTDOOR,1
2009,1,HOU,HOME,INDOOR,1
2009,1,IND,HOME,RETRACTABLE,1
2009,1,JAX,AWAY,RETRACTABLE,1
2009,1,KC,AWAY,OUTDOOR,1
2009,1,MIA,AWAY,INDOOR,1
2009,1,MIN,AWAY,OUTDOOR,1
2009,1,NE,HOME,OUTDOOR,1
2009,1,NO,HOME,INDOOR,1
2009,1,NYG,HOME,OUTDOOR,1
2009,1,NYJ,AWAY,INDOOR,1
2009,1,OAK,HOME,OUTDOOR,1
2009,1,PHI,AWAY,OUTDOOR,1
2009,1,PIT,HOME,OUTDOOR,1
2009,1,SD,AWAY,OUTDOOR,1
2009,1,SEA,HOME,OUTDOOR,1
2009,1,SF,AWAY,INDOOR,1
2009,1,STL,AWAY,OUTDOOR,1
2009,1,TB,HOME,OUTDOOR,1
2009,1,TEN,AWAY,OUTDOOR,1
2009,1,WAS,AWAY,OUTDOOR,1
2009,2,ARI,AWAY,OUTDOOR,1
2009,2,ATL,HOME,INDOOR,1
2009,2,BAL,AWAY,OUTDOOR,1
2009,2,BUF,HOME,OUTDOOR,1
2009,2,CAR,AWAY,INDOOR,1
2009,2,CHI,HOME,OUTDOOR,1
2009,2,CIN,AWAY,OUTDOOR,1
2009,2,CLE,AWAY,OUTDOOR,1
2009,2,DAL,HOME,RETRACTABLE,1
2009,2,DEN,HOME,OUTDOOR,1
2009,2,DET,HOME,INDOOR,1
2009,2,GB,HOME,OUTDOOR,1
2009,2,HOU,AWAY,OUTDOOR,1
2009,2,IND,AWAY,OUTDOOR,1
2009,2,JAX,HOME,OUTDOOR,1
2009,2,KC,HOME,OUTDOOR,1
2009,2,MIA,HOME,OUTDOOR,1
2009,2,MIN,AWAY,INDOOR,1
2009,2,NE,AWAY,OUTDOOR,1
2009,2,NO,AWAY,OUTDOOR,1
2009,2,NYG,AWAY,RETRACTABLE,1
2009,2,NYJ,HOME,OUTDOOR,1
2009,2,OAK,AWAY,OUTDOOR,1
2009,2,PHI,HOME,OUTDOOR,1
2009,2,PIT,AWAY,OUTDOOR,1
2009,2,SD,HOME,OUTDOOR,1
2009,2,SEA,AWAY,OUTDOOR,1
2009,2,SF,HOME,OUTDOOR,1
2009,2,STL,AWAY,OUTDOOR,1
2009,2,TB,AWAY,OUTDOOR,1
2009,2,TEN,HOME,OUTDOOR,1
2009,2,WAS,HOME,OUTDOOR,1
2009,3,ARI,HOME,INDOOR,1
2009,3,ATL,AWAY,OUTDOOR,1
2009,3,BAL,HOME,OUTDOOR,1
2009,3,BUF,HOME,OUTDOOR,1
2009,3,CAR,AWAY,INDOOR,1
2009,3,CHI,AWAY,OUTDOOR,1
2009,3,CIN,HOME,OUTDOOR,1
2009,3,CLE,AWAY,OUTDOOR,1
2009,3,DAL,HOME,INDOOR,1
2009,3,DEN,AWAY,OUTDOOR,1
2009,3,DET,HOME,INDOOR,1
2009,3,GB,AWAY,INDOOR,1
2009,3,HOU,HOME,INDOOR,1
2009,3,IND,AWAY,INDOOR,1
2009,3,JAX,AWAY,INDOOR,1
2009,3,KC,AWAY,OUTDOOR,1
2009,3,MIA,AWAY,OUTDOOR,1
2009,3,MIN,HOME,INDOOR,1
2009,3,NE,HOME,OUTDOOR,1
2009,3,NO,AWAY,OUTDOOR,1
2009,3,NYG,AWAY,OUTDOOR,1
2009,3,NYJ,HOME,OUTDOOR,1
2009,3,OAK,HOME,OUTDOOR,1
2009,3,PHI,HOME,OUTDOOR,1
2009,3,PIT,AWAY,OUTDOOR,1
2009,3,SD,HOME,OUTDOOR,1
2009,3,SEA,HOME,OUTDOOR,1
2009,3,SF,AWAY,INDOOR,1
2009,3,STL,HOME,INDOOR,1
2009,3,TB,HOME,OUTDOOR,1
2009,3,TEN,AWAY,OUTDOOR,1
2009,3,WAS,AWAY,INDOOR,1
2009,4,BAL,AWAY,OUTDOOR,1
2009,4,BUF,AWAY,OUTDOOR,1
2009,4,CHI,HOME,OUTDOOR,1
2009,4,CIN,AWAY,OUTDOOR,1
2009,4,CLE,HOME,OUTDOOR,1
2009,4,DAL,AWAY,OUTDOOR,1
2009,4,DEN,HOME,OUTDOOR,1
2009,4,DET,AWAY,OUTDOOR,1
2009,4,GB,AWAY,INDOOR,1
2009,4,HOU,HOME,INDOOR,1
2009,4,IND,HOME,RETRACTABLE,1
2009,4,JAX,HOME,OUTDOOR,1
2009,4,KC,HOME,OUTDOOR,1
2009,4,MIA,HOME,OUTDOOR,1
2009,4,MIN,HOME,INDOOR,1
2009,4,NE,HOME,OUTDOOR,1
2009,4,NO,HOME,INDOOR,1
2009,4,NYG,AWAY,OUTDOOR,1
2009,4,NYJ,AWAY,INDOOR,1
2009,4,OAK,AWAY,INDOOR,1
2009,4,PIT,HOME,OUTDOOR,1
2009,4,SD,AWAY,OUTDOOR,1
2009,4,SEA,AWAY,RETRACTABLE,1
2009,4,SF,HOME,OUTDOOR,1
2009,4,STL,AWAY,OUTDOOR,1
2009,4,TB,AWAY,OUTDOOR,1
2009,4,TEN,AWAY,OUTDOOR,1
2009,4,WAS,HOME,OUTDOOR,1
2009,5,ARI,HOME,INDOOR,1
2009,5,ATL,AWAY,OUTDOOR,1
2009,5,BAL,HOME,OUTDOOR,1
2009,5,BUF,HOME,OUTDOOR,1
2009,5,CAR,HOME,OUTDOOR,1
2009,5,CIN,AWAY,OUTDOOR,1
2009,5,CLE,AWAY,OUTDOOR,1
2009,5,DAL,AWAY,OUTDOOR,1
2009,5,DEN,HOME,OUTDOOR,1
2009,5,DET,HOME,INDOOR,1
2009,5,HOU,AWAY,INDOOR,1
2009,5,IND,AWAY,OUTDOOR,1
2009,5,JAX,AWAY,OUTDOOR,1
2009,5,KC,HOME,OUTDOOR,1
2009,5,MIA,HOME,OUTDOOR,1
2009,5,MIN,AWAY,INDOOR,1
2009,5,NE,AWAY,OUTDOOR,1
2009,5,NYG,HOME,OUTDOOR,1
2009,5,NYJ,AWAY,OUTDOOR,1
2009,5,OAK,AWAY,OUTDOOR,1
2009,5,PHI,HOME,OUTDOOR,1
2009,5,PIT,AWAY,INDOOR,1
2009,5,SEA,HOME,OUTDOOR,1
2009,5,SF,HOME,OUTDOOR,1
2009,5,STL,HOME,INDOOR,1
2009,5,TB,AWAY,OUTDOOR,1
2009,5,TEN,HOME,OUTDOOR,1
2009,5,WAS,AWAY,OUTDOOR,1
2009,6,ARI,AWAY,OUTDOOR,1
2009,6,ATL,HOME,INDOOR,1
2009,6,BAL,AWAY,INDOOR,1
2009,6,BUF,AWAY,OUTDOOR,1
2009,6,CAR,AWAY,OUTDOOR,1
2009,6,CHI,AWAY,INDOOR,1
2009,6,CIN,HOME,OUTDOOR,1
2009,6,CLE,AWAY,OUTDOOR,1
2009,6,DEN,AWAY,OUTDOOR,1
2009,6,DET,AWAY,OUTDOOR,1
2009,6,GB,HOME,OUTDOOR,1
2009,6,HOU,AWAY,OUTDOOR,1
2009,6,JAX,HOME,OUTDOOR,1
2009,6,KC,AWAY,OUTDOOR,1
2009,6,MIN,HOME,INDOOR,1
2009,6,NE,HOME,OUTDOOR,1
2009,6,NO,HOME,INDOOR,1
2009,6,NYG,AWAY,INDOOR,1
2009,6,NYJ,HOME,OUTDOOR,1
2009,6,OAK,HOME,OUTDOOR,1
2009,6,PHI,AWAY,OUTDOOR,1
2009,6,PIT,HOME,OUTDOOR,1
2009,6,SD,HOME,OUTDOOR,1
2009,6,SEA,HOME,OUTDOOR,1
2009,6,STL,AWAY,OUTDOOR,1
2009,6,TB,HOME,OUTDOOR,1
2009,6,TEN,AWAY,OUTDOOR,1
2009,6,WAS,HOME,OUTDOOR,1
2009,7,ARI,AWAY,OUTDOOR,1
2009,7,ATL,AWAY,INDOOR,1
2009,7,BUF,AWAY,OUTDOOR,1
2009,7,CAR,HOME,OUTDOOR,1
2009,7,CHI,AWAY,OUTDOOR,1
2009,7,CIN,HOME,OUTDOOR,1
2009,7,CLE,HOME,OUTDOOR,1
2009,7,DAL,HOME,INDOOR,1
2009,7,GB,AWAY,OUTDOOR,1
2009,7,HOU,HOME,RETRACTABLE,1
2009,7,IND,AWAY,INDOOR,1
2009,7,KC,HOME,OUTDOOR,1
2009,7,MIA,HOME,OUTDOOR,1
2009,7,MIN,AWAY,OUTDOOR,1
2009,7,NE,AWAY,OUTDOOR,1
2009,7,NO,AWAY,OUTDOOR,1
2009,7,NYG,HOME,OUTDOOR,1
2009,7,NYJ,AWAY,OUTDOOR,1
2009,7,OAK,HOME,OUTDOOR,1
2009,7,PHI,AWAY,OUTDOOR,1
2009,7,PIT,HOME,OUTDOOR,1
2009,7,SD,AWAY,OUTDOOR,1
2009,7,SF,AWAY,RETRACTABLE,1
2009,7,STL,HOME,INDOOR,1
2009,7,TB,HOME,OUTDOOR,1
2009,7,WAS,HOME,OUTDOOR,1
2009,8,ARI,HOME,INDOOR,1
2009,8,ATL,AWAY,INDOOR,1
2009,8,BAL,HOME,OUTDOOR,1
2009,8,BUF,HOME,OUTDOOR,1
2009,8,CAR,AWAY,INDOOR,1
2009,8,CHI,HOME,OUTDOOR,1
2009,8,CLE,AWAY,OUTDOOR,1
2009,8,DAL,HOME,INDOOR,1
2009,8,DEN,AWAY,OUTDOOR,1
2009,8,DET,HOME,INDOOR,1
2009,8,GB,HOME,OUTDOOR,1
2009,8,HOU,AWAY,OUTDOOR,1
2009,8,IND,HOME,RETRACTABLE,1
2009,8,JAX,AWAY,OUTDOOR,1
2009,8,MIA,AWAY,OUTDOOR,1
2009,8,MIN,AWAY,OUTDOOR,1
2009,8,NO,HOME,INDOOR,1
2009,8,NYG,AWAY,OUTDOOR,1
2009,8,NYJ,HOME,OUTDOOR,1
2009,8,OAK,AWAY,OUTDOOR,1
2009,8,PHI,HOME,OUTDOOR,1
2009,8,SD,HOME,OUTDOOR,1
2009,8,SEA,AWAY,INDOOR,1
2009,8,SF,AWAY,RETRACTABLE,1
2009,8,STL,AWAY,INDOOR,1
2009,8,TEN,HOME,OUTDOOR,1
2009,9,ARI,AWAY,OUTDOOR,1
2009,9,ATL,HOME,INDOOR,1
2009,9,BAL,AWAY,OUTDOOR,1
2009,9,CAR,AWAY,INDOOR,1
2009,9,CHI,HOME,OUTDOOR,1
2009,9,CIN,HOME,OUTDOOR,1
2009,9,DAL,AWAY,OUTDOOR,1
2009,9,DEN,HOME,OUTDOOR,1
2009,9,DET,AWAY,OUTDOOR,1
2009,9,GB,AWAY,OUTDOOR,1
2009,9,HOU,AWAY,RETRACTABLE,1
2009,9,IND,HOME,RETRACTABLE,1
2009,9,JAX,HOME,OUTDOOR,1
2009,9,KC,AWAY,OUTDOOR,1
2009,9,MIA,AWAY,OUTDOOR,1
2009,9,NE,HOME,OUTDOOR,1
2009,9,NO,HOME,INDOOR,1
2009,9,NYG,HOME,OUTDOOR,1
2009,9,PHI,HOME,OUTDOOR,1
2009,9,PIT,AWAY,OUTDOOR,1
2009,9,SD,AWAY,OUTDOOR,1
2009,9,SEA,HOME,OUTDOOR,1
2009,9,SF,HOME,OUTDOOR,1
2009,9,TB,HOME,OUTDOOR,1
2009,9,TEN,AWAY,OUTDOOR,1
2009,9,WAS,AWAY,INDOOR,1
2009,10,ARI,HOME,INDOOR,1
2009,10,ATL,AWAY,OUTDOOR,1
2009,10,BAL,AWAY,OUTDOOR,1
2009,10,BUF,AWAY,OUTDOOR,1
2009,10,CAR,HOME,OUTDOOR,1
2009,10,CHI,AWAY,OUTDOOR,1
2009,10,CIN,AWAY,OUTDOOR,1
2009,10,CLE,HOME,OUTDOOR,1
2009,10,DAL,AWAY,OUTDOOR,1
2009,10,DEN,AWAY,OUTDOOR,1
2009,10,DET,AWAY,INDOOR,1
2009,10,GB,HOME,OUTDOOR,1
2009,10,IND,HOME,INDOOR,1
2009,10,JAX,AWAY,OUTDOOR,1
2009,10,KC,AWAY,OUTDOOR,1
2009,10,MIA,HOME,OUTDOOR,1
2009,10,MIN,HOME,INDOOR,1
2009,10,NE,AWAY,INDOOR,1
2009,10,NO,AWAY,INDOOR,1
2009,10,NYJ,HOME,OUTDOOR,1
2009,10,OAK,HOME,OUTDOOR,1
2009,10,PHI,AWAY,OUTDOOR,1
2009,10,PIT,HOME,OUTDOOR,1
2009,10,SD,HOME,OUTDOOR,1
2009,10,SEA,AWAY,INDOOR,1
2009,10,SF,HOME,OUTDOOR,1
2009,10,STL,HOME,INDOOR,1
2009,10,TB,AWAY,OUTDOOR,1
2009,10,TEN,HOME,OUTDOOR,1
2009,10,WAS,HOME,OUTDOOR,1
2009,11,ARI,AWAY,INDOOR,1
2009,11,ATL,AWAY,OUTDOOR,1
2009,11,BAL,HOME,OUTDOOR,1
2009,11,BUF,AWAY,OUTDOOR,1
2009,11,CAR,HOME,OUTDOOR,1
2009,11,CHI,HOME,OUTDOOR,1
2009,11,CIN,AWAY,OUTDOOR,1
2009,11,CLE,AWAY,INDOOR,1
2009,11,DAL,HOME,INDOOR,1
2009,11,DEN,HOME,OUTDOOR,1
2009,11,DET,HOME,INDOOR,1
2009,11,GB,HOME,OUTDOOR,1
2009,11,HOU,HOME,RETRACTABLE,1
2009,11,IND,AWAY,OUTDOOR,1
2009,11,JAX,HOME,OUTDOOR,1
2009,11,KC,HOME,OUTDOOR,1
2009,11,MIA,AWAY,OUTDOOR,1
2009,11,MIN,HOME,INDOOR,1
2009,11,NE,HOME,OUTDOOR,1
2009,11,NO,AWAY,OUTDOOR,1
2009,11,NYG,HOME,OUTDOOR,1
2009,11,NYJ,AWAY,OUTDOOR,1
2009,11,OAK,HOME,OUTDOOR,1
2009,11,PHI,AWAY,OUTDOOR,1
2009,11,PIT,AWAY,OUTDOOR,1
2009,11,SD,AWAY,OUTDOOR,1
2009,11,SEA,AWAY,INDOOR,1
2009,11,SF,AWAY,OUTDOOR,1
2009,11,STL,HOME,INDOOR,1
2009,11,TB,HOME,OUTDOOR,1
2009,11,TEN,AWAY,RETRACTABLE,1
2009,11,WAS,AWAY,INDOOR,1
2009,12,ARI,AWAY,OUTDOOR,1
2009,12,ATL,HOME,INDOOR,1
2009,12,BAL,HOME,OUTDOOR,1
2009,12,BUF,HOME,OUTDOOR,1
2009,12,CAR,AWAY,OUTDOOR,1
2009,12,CHI,AWAY,INDOOR,1
2009,12,CIN,HOME,OUTDOOR,1
2009,12,CLE,AWAY,OUTDOOR,1
2009,12,DAL,HOME,RETRACTABLE,1
2009,12,DEN,HOME,OUTDOOR,1
2009,12,DET,HOME,INDOOR,1
2009,12,GB,AWAY,INDOOR,1
2009,12,HOU,HOME,RETRACTABLE,1
2009,12,IND,AWAY,RETRACTABLE,1
2009,12,JAX,AWAY,OUTDOOR,1
2009,12,KC,AWAY,OUTDOOR,1
2009,12,MIA,AWAY,OUTDOOR,1
2009,12,MIN,HOME,INDOOR,1
2009,12,NE,AWAY,INDOOR,1
2009,12,NO,HOME,INDOOR,1
2009,12,NYG,AWAY,OUTDOOR,1
2009,12,NYJ,HOME,OUTDOOR,1
2009,12,OAK,AWAY,RETRACTABLE,1
2009,12,PHI,HOME,OUTDOOR,1
2009,12,PIT,AWAY,OUTDOOR,1
2009,12,SD,HOME,OUTDOOR,1
2009,12,SEA,AWAY,INDOOR,1
2009,12,SF,HOME,OUTDOOR,1
2009,12,STL,HOME,INDOOR,1
2009,12,TB,AWAY,INDOOR,1
2009,12,TEN,HOME,OUTDOOR,1
2009,12,WAS,AWAY,OUTDOOR,1
2009,13,ARI,HOME,INDOOR,1
2009,13,ATL,HOME,INDOOR,1
2009,13,BAL,AWAY,OUTDOOR,1
2009,13,BUF,HOME,INDOOR,1
2009,13,CAR,HOME,OUTDOOR,1
2009,13,CHI,HOME,OUTDOOR,1
2009,13,CIN,HOME,OUTDOOR,1
2009,13,CLE,HOME,OUTDOOR,1
2009,13,DAL,AWAY,OUTDOOR,1
2009,13,DEN,AWAY,OUTDOOR,1
2009,13,DET,AWAY,OUTDOOR,1
2009,13,GB,HOME,OUTDOOR,1
2009,13,HOU,AWAY,OUTDOOR,1
2009,13,IND,HOME,INDOOR,1
2009,13,JAX,HOME,OUTDOOR,1
2009,13,KC,HOME,OUTDOOR,1
2009,13,MIA,HOME,OUTDOOR,1
2009,13,MIN,AWAY,INDOOR,1
2009,13,NE,AWAY,OUTDOOR,1
2009,13,NO,AWAY,OUTDOOR,1
2009,13,NYG,HOME,OUTDOOR,1
2009,13,NYJ,AWAY,INDOOR,1
2009,13,OAK,AWAY,OUTDOOR,1
2009,13,PHI,AWAY,INDOOR,1
2009,13,PIT,HOME,OUTDOOR,1
2009,13,SD,AWAY,OUTDOOR,1
2009,13,SEA,HOME,OUTDOOR,1
2009,13,SF,AWAY,OUTDOOR,1
2009,13,STL,AWAY,OUTDOOR,1
2009,13,TB,AWAY,OUTDOOR,1
2009,13,TEN,AWAY,INDOOR,1
2009,13,WAS,HOME,OUTDOOR,1
2009,14,ARI,AWAY,OUTDOOR,1
2009,14,ATL,HOME,INDOOR,1
2009,14,BAL,HOME,OUTDOOR,1
2009,14,BUF,AWAY,OUTDOOR,1
2009,14,CAR,AWAY,OUTDOOR,1
2009,14,CHI,HOME,OUTDOOR,1
2009,14,CIN,AWAY,INDOOR,1
2009,14,CLE,HOME,OUTDOOR,1
2009,14,DAL,HOME,RETRACTABLE,1
2009,14,DEN,AWAY,INDOOR,1
2009,14,DET,AWAY,OUTDOOR,1
2009,14,GB,AWAY,OUTDOOR,1
2009,14,HOU,HOME,INDOOR,1
2009,14,IND,HOME,INDOOR,1
2009,14,JAX,HOME,OUTDOOR,1
2009,14,KC,HOME,OUTDOOR,1
2009,14,MIA,AWAY,OUTDOOR,1
2009,14,MIN,HOME,INDOOR,1
2009,14,NE,HOME,OUTDOOR,1
2009,14,NO,AWAY,INDOOR,1
2009,14,NYG,HOME,OUTDOOR,1
2009,14,NYJ,AWAY,OUTDOOR,1
2009,14,OAK,HOME,OUTDOOR,1
2009,14,PHI,AWAY,OUTDOOR,1
2009,14,PIT,AWAY,OUTDOOR,1
2009,14,SD,AWAY,RETRACTABLE,1
2009,14,SEA,AWAY,INDOOR,1
2009,14,SF,HOME,OUTDOOR,1
2009,14,STL,AWAY,OUTDOOR,1
2009,14,TB,HOME,OUTDOOR,1
2009,14,TEN,HOME,OUTDOOR,1
2009,14,WAS,AWAY,OUTDOOR,1
2009,15,ARI,AWAY,INDOOR,1
2009,15,ATL,AWAY,OUTDOOR,1
2009,15,BAL,HOME,OUTDOOR,1
2009,15,BUF,HOME,OUTDOOR,1
2009,15,CAR,HOME,OUTDOOR,1
2009,15,CHI,AWAY,OUTDOOR,1
2009,15,CIN,AWAY,OUTDOOR,1
2009,15,CLE,AWAY,OUTDOOR,1
2009,15,DAL,AWAY,INDOOR,1
2009,15,DEN,HOME,OUTDOOR,1
2009,15,DET,HOME,INDOOR,1
2009,15,GB,AWAY,OUTDOOR,1
2009,15,HOU,AWAY,INDOOR,1
2009,15,IND,AWAY,OUTDOOR,1
2009,15,JAX,HOME,OUTDOOR,1
2009,15,KC,HOME,OUTDOOR,1
2009,15,MIA,AWAY,OUTDOOR,1
2009,15,MIN,AWAY,OUTDOOR,1
2009,15,NE,AWAY,OUTDOOR,1
2009,15,NO,HOME,INDOOR,1
2009,15,NYG,AWAY,OUTDOOR,1
2009,15,NYJ,HOME,OUTDOOR,1
2009,15,OAK,AWAY,OUTDOOR,1
2009,15,PHI,HOME,OUTDOOR,1
2009,15,PIT,HOME,OUTDOOR,1
2009,15,SD,HOME,OUTDOOR,1
2009,15,SEA,HOME,OUTDOOR,1
2009,15,SF,AWAY,OUTDOOR,1
2009,15,STL,HOME,INDOOR,1
2009,15,TB,AWAY,OUTDOOR,1
2009,15,TEN,HOME,OUTDOOR,1
2009,15,WAS,HOME,OUTDOOR,1
2009,16,ARI,HOME,RETRACTABLE,1
2009,16,ATL,HOME,INDOOR,1
2009,16,BAL,AWAY,OUTDOOR,1
2009,16,BUF,AWAY,INDOOR,1
2009,16,CAR,AWAY,OUTDOOR,1
2009,16,CHI,HOME,OUTDOOR,1
2009,16,CIN,HOME,OUTDOOR,1
2009,16,CLE,HOME,OUTDOOR,1
2009,16,DAL,AWAY,OUTDOOR,1
2009,16,DEN,AWAY,OUTDOOR,1
2009,16,DET,AWAY,OUTDOOR,1
2009,16,GB,HOME,OUTDOOR,1
2009,16,HOU,AWAY,OUTDOOR,1
2009,16,IND,HOME,INDOOR,1
2009,16,JAX,AWAY,OUTDOOR,1
2009,16,KC,AWAY,OUTDOOR,1
2009,16,MIA,HOME,OUTDOOR,1
2009,16,MIN,AWAY,OUTDOOR,1
2009,16,NE,HOME,OUTDOOR,1
2009,16,NO,HOME,INDOOR,1
2009,16,NYG,HOME,OUTDOOR,1
2009,16,NYJ,AWAY,INDOOR,1
2009,16,OAK,AWAY,OUTDOOR,1
2009,16,PHI,HOME,OUTDOOR,1
2009,16,PIT,HOME,OUTDOOR,1
2009,16,SD,AWAY,OUTDOOR,1
2009,16,SEA,AWAY,OUTDOOR,1
2009,16,SF,HOME,OUTDOOR,1
2009,16,STL,AWAY,RETRACTABLE,1
2009,16,TB,AWAY,INDOOR,1
2009,16,TEN,HOME,OUTDOOR,1
2009,16,WAS,HOME,OUTDOOR,1
2009,17,ARI,HOME,INDOOR,1
2009,17,ATL,AWAY,OUTDOOR,1
2009,17,BAL,AWAY,OUTDOOR,1
2009,17,BUF,HOME,OUTDOOR,1
2009,17,CAR,HOME,OUTDOOR,1
2009,17,CHI,AWAY,INDOOR,1
2009,17,CIN,AWAY,OUTDOOR,1
2009,17,CLE,HOME,OUTDOOR,1
2009,17,DAL,HOME,INDOOR,1
2009,17,DEN,HOME,OUTDOOR,1
2009,17,DET,HOME,INDOOR,1
2009,17,GB,AWAY,INDOOR,1
2009,17,HOU,HOME,INDOOR,1
2009,17,IND,AWAY,OUTDOOR,1
2009,17,JAX,AWAY,OUTDOOR,1
2009,17,KC,AWAY,OUTDOOR,1
2009,17,MIA,HOME,OUTDOOR,1
2009,17,MIN,HOME,INDOOR,1
2009,17,NE,AWAY,INDOOR,1
2009,17,NO,AWAY,OUTDOOR,1
2009,17,NYG,AWAY,INDOOR,1
2009,17,NYJ,HOME,OUTDOOR,1
